"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60"
"I274"," 12.81771"," -8.197675197"," -7.0592577","-3.58911546","-2.113126884","-0.335967687","-3.948013177"," 1.054268651","-1.27233438","-2.908987270","-2.722613207"," 0.111425521"," 2.412057132","-0.602767928","-1.03868465","-1.690459272","-0.681579699"," 0.314455137","-0.789905507"," -0.142247855"," 0.5309521273"," 0.492502106"," 0.393718112"," 0.604970960","  1.19364236"," 0.188119363"," 0.002285158"," 1.096414485","-2.441070646","-0.388895173"," 0.67304279","-1.03746111"," 0.73224167","-1.19440328","-1.413069047","-1.835805244","-0.317774390"," 1.5436999930","-0.03975833","-0.68433180"," 0.32098576","-2.9380532144","-3.504821992","-3.454054477"," 1.51761649","-0.712206514"," 1.904711836"," 0.095496810"," 0.1381105626","-0.002376332","-3.884203178","-1.7968564501","-2.298388420"," 1.386663284","-0.51654261"," 3.24525875","-0.682127104"," 0.471438831","-6.19023374","-0.80028683"
"I342","-14.94427"," -2.818873561"," -4.5096334"," 5.43834900"," 0.909100911"," 3.499013674","-1.906283538","-0.512626345"," 0.14517238","-0.979252309"," 0.264728668","-1.806247292"," 0.534588988"," 2.639028622","-0.73990337"," 0.059724450","-0.622507276"," 0.054383313"," 1.119384655"," -1.880542051","-0.8718836824","-0.304468482","-0.439115010"," 0.235205903","  0.23755506"," 0.239813843"," 0.481322189","-1.363977969"," 1.590791061","-0.214712248"," 0.72900476"," 1.59605340"," 1.96256541","-2.02483152"," 0.578523590","-4.720378986"," 0.151584648","-1.4197793579"," 1.49125107","-0.70037271","-0.65826042"," 1.4783889387","-2.856425439","-2.574829787","-0.13563280"," 1.198301692"," 0.955689134"," 2.358096573","-0.1955398710"," 1.697263578"," 0.499535640"," 0.3288188273"," 0.827035114","-0.042923546","-2.33434526"," 0.56572713","-0.016325841"," 1.290248914"," 5.74585884"," 1.45837302"
"I269"," 12.68274"," -3.854368524"," -6.4372950"," 2.50720043"," 4.549889820"," 1.912765164"," 0.739650786","-3.007439504","-0.61947159","-0.958129680"," 0.547296137"," 0.599164142","-0.411297267","-1.704495535","-0.29146983"," 0.048550817","-2.150671430","-1.407743500","-0.940954729"," -0.211725478"," 2.3050936329","-2.838230963","-0.783791273"," 2.719166481","  0.58940287"," 0.402232370","-0.824400000","-1.398135514","-0.157106698"," 1.563663937"," 3.25498794"," 0.30801301","-0.98391328","-0.21531362","-1.777074237"," 1.432801036","-1.652511458"," 2.5757023069"," 1.78867357"," 1.30348893","-1.30026166","-1.0054496184","-2.184644104","-0.509920617","-1.62990217"," 2.338258634"," 0.302116590","-3.133316185"," 0.1500298486","-0.172889557","-0.677287655","-1.4352431236","-0.819220292","-2.801348752"," 3.44327865"," 1.37793193","-2.910645670","-2.616519948"," 1.42225999","-1.89764343"
"I039"," 13.76373"," -1.916761544","  4.0771949","-0.46904203","-1.940951303","-1.362693579"," 1.425940689"," 1.839772031"," 1.49166037","-0.227467529"," 1.053568422","-0.866719418"," 0.639477371"," 0.337163731","-0.89361029","-0.228635348","-0.765771112"," 1.033399827"," 0.502322119"," -0.888880561"," 0.0592280728","-2.063973824"," 0.451135571","-0.422059003","  0.08362630","-0.028639921"," 0.403454926","-0.667115129"," 0.396792629"," 0.500370445","-0.63259098","-0.09267964"," 0.77408608","-0.07240104","-1.202855687"," 0.121023420"," 0.646716513"," 1.0669157016"," 0.43567411"," 0.84777926"," 0.12848390"," 0.8607293578","-0.295714141","-0.539751636"," 0.03055495"," 1.178778519","-0.469037317","-0.509746932","-0.6452031018","-1.443497702"," 0.108763262"," 0.9781036322"," 0.222138987"," 0.880831924"," 0.36244626","-0.35389524"," 0.845377691"," 0.352930225"," 0.70923628","-0.49992178"
"I380","-14.25212","  6.362410080"," -4.7684422","-1.58490098"," 0.070093163","-3.699962557"," 1.205594571"," 0.583921673","-1.93735292"," 0.238375544"," 0.447269277","-0.233224001"," 2.441936860"," 0.412603803"," 0.07152806","-1.505094586"," 0.246896851"," 1.024757933","-0.582621084","  1.828599174","-0.9835401231"," 2.230018531"," 0.191039710","-0.572322320"," -1.11254932","-2.201354002","-0.059578973"," 0.601491646","-0.618240421"," 0.643820657"," 1.10656074"," 1.22363731"," 0.37223704"," 0.36374525","-2.362103970","-2.351776949"," 0.259954921","-2.4062113194","-0.38492681","-0.88099000","-1.06681386","-0.4912116985","-2.651784130","-1.254610839"," 2.42473129","-1.603246675"," 0.853286330"," 4.888355606","-0.8109792492"," 1.992835415","-0.338889963","-2.9217137804","-3.664826904"," 1.435117699"," 1.60481807","-5.02027551","-1.589318626","-0.378831831"," 1.62501225","-1.49679670"
"I224"," 13.08187"," -4.225991114","  2.3115603"," 3.76714320","-2.416299559"," 3.040693943"," 1.152970457","-1.115725179","-0.80170852"," 0.066092456"," 1.584211639","-1.905169925"," 2.208118842","-2.201375254","-0.39203487"," 0.874981960","-0.108120026","-2.312576811"," 1.138561553"," -0.104596418","-0.2149405284"," 0.399708943","-0.880092217"," 0.544840761"," -0.87123201","-1.241420431","-1.877705073"," 1.289193750","-2.743077035","-0.163815768","-0.40695226","-0.21534529","-1.48979176"," 0.69248771"," 1.201362256","-2.926530798","-1.477983512","-1.1946309778"," 4.97699941","-0.61881391","-1.59525407","-1.6965023234","-1.394089832"," 0.494826457","-1.23294322"," 0.262316605"," 0.836974703","-0.610044171"," 0.1319753161","-3.047026498"," 4.424527637"," 1.6983182979"," 1.053568569"," 3.863801064"," 1.37187545","-1.38639513"," 1.545949192"," 3.988089424"," 3.73328289","-3.64218066"
"I287","-14.79054"," -6.364420166"," -7.9864703","-0.67151404"," 1.499287394","-3.177222567","-0.912363896"," 0.894214193","-1.75988265","-1.822205747"," 1.352702923"," 0.197670328","-0.210129515","-0.883940067","-0.09945307"," 0.395254727","-0.556842971"," 0.261243313","-2.431858465"," -3.309916842"," 2.4646562518","-4.225088431"," 0.268709862"," 2.902163872","  0.80170309"," 0.009112976","-0.184591082","-0.679386706","-2.561722825","-3.648847388"," 1.40204535"," 0.10337517","-1.48816308","-1.38322621"," 1.797130753"," 0.219062065"," 0.684204620"," 1.5069326604","-1.71102053","-1.31693521","-2.31271921"," 1.2920750719","-0.709629219","-0.496804383"," 0.18406945","-3.682953143","-2.285489748","-1.348010773"," 0.7489384413","-1.816986429","-4.410314500"," 5.0389448412","-1.352729907"," 3.323196181"," 0.01910804"," 1.05023821"," 0.968402980"," 2.994127418"," 0.25900699"," 0.41245884"
"I412","-13.82024"," -5.437527631","  5.1926554"," 2.95668182","-4.371454060"," 1.437010765","-0.948750300","-0.709508312"," 0.33349330","-0.381684771","-0.353002082"," 1.833542126"," 3.381941475","-3.139087190","-1.22895467","-0.566561185","-0.776385896"," 1.657513963","-0.571058514"," -0.658996646"," 1.3263751152","-1.124367722"," 0.571076745","-0.015327458","  1.48049024"," 1.494001067"," 1.417317702"," 1.037716676"," 1.528350571"," 0.079367276","-1.10115609","-1.20806363"," 0.81529359","-2.84427686","-0.005163126"," 0.799603820","-4.402457212"," 0.3874175330"," 0.79432659","-2.52230478"," 0.38436257","-3.3088355719","-1.201515755","-1.799475887","-4.29521557"," 0.461443816","-2.233076230"," 0.972642686","-0.7989189587","-0.773062769"," 1.389558564"," 0.0265858076"," 0.641506309","-1.474207510"," 2.25469142","-1.80196809"," 1.561798533"," 1.121710946","-0.42304068","-1.66479342"
"I407"," 12.58795"," -1.581275949"," -3.8514382"," 5.02125735","-2.498971569","-0.318293019","-1.118182978","-0.582395906","-2.48827197"," 0.926052174","-0.403155493"," 2.763280222"," 4.114283392","-2.616784421"," 1.15287415","-1.657895842","-1.605058494"," 1.216840560"," 2.562886166"," -1.233067644","-3.9510983023","-3.233198087","-0.386219046","-1.016734842"," -4.00906666"," 3.182912007"," 4.989467587","-2.593724131"," 2.329224149"," 0.459540335","-2.39429855"," 1.34677166"," 0.93144344","-0.62354630"," 0.345581730"," 0.489085291","-0.456947741","-0.1999793720"," 1.07370419"," 1.75645429"," 1.18780866"," 0.5734967432"," 0.848759249"," 1.806021175"," 0.95240889","-1.275425100","-1.100674015"," 0.627270582","-0.3653264800","-0.151123824"," 0.433440864"," 1.1875835090"," 1.721172861"," 0.803257107"," 0.05361962","-0.41476301"," 0.271785534"," 0.772352913","-0.98162684"," 0.31435355"
"I107","-15.23769"," -1.201574595"," -4.4136181"," 2.55911208"," 4.804976266","-0.026384856","-0.274500071"," 1.930050508"," 2.52451093","-0.686483277"," 3.384733450"," 2.320561799"," 0.873109053"," 7.308356379","-2.59583171","-4.853363435"," 0.126766071","-4.099517776"," 1.110599083","  0.732529584"," 0.6980734138"," 1.444080295"," 0.448349110","-0.116912122"," -1.32255096","-1.973799443"," 5.542889987"," 2.476993450","-2.121764680"," 0.586805034","-2.44696461","-3.72323671"," 0.22509523"," 0.55514849"," 0.227010500"," 2.002623308","-0.978076559","-1.3902337070","-0.22149945","-2.31449020","-0.24047298"," 1.1538499110"," 0.620197331","-0.941206836","-0.40260815"," 0.055256102"," 0.714381859","-0.881354462"," 1.2622507307","-0.870010706","-0.045937288"," 0.9951907717"," 0.110832579","-1.086692924"," 0.74446792","-0.05165114"," 1.026942955","-0.944057619"," 0.50272122"," 1.50427915"
"I091"," 13.21771","  2.077683417","  4.7230644","-4.80039232"," 0.583558319","-2.480782910","-2.241060284"," 0.067026591","-0.35346710","-1.122021692"," 1.494228329","-1.931773256"," 1.873512932"," 1.735290089","-2.64544409","-0.045490687","-0.344077084"," 0.890119309","-0.415890517","  0.867383843","-1.0213095440","-0.960798362"," 0.337045498"," 0.217019056","  0.33356443","-0.193435449","-0.947013631"," 0.907489648"," 0.139018907","-0.234440857","-0.53104282","-0.05317344"," 1.46954098"," 0.45925906"," 1.366550195","-2.665167317"," 0.847233855"," 0.5030016433","-1.24961359"," 2.20836976"," 0.29753601"," 1.6854924600","-1.157594801"," 0.023254615"," 0.87112568"," 1.862323470","-0.630770824","-1.436513265"," 0.5606439080"," 0.457838303"," 1.406505465"," 0.0005728181"," 0.841566381"," 1.745299801"," 1.62970993","-0.42358822"," 2.006291235","-0.971945456"," 2.06352202"," 0.57902148"
"I130","-14.39946","  0.680106224","-14.5266424"," 1.21280626","-3.836499423"," 4.798819882","-1.775093915","-0.265993068"," 2.45787884","-2.265314334","-1.408771743","-1.719726815"," 2.297734377"," 1.168741546"," 1.16053898"," 2.090407720","-3.467632312","-1.379800196"," 4.798821599"," -0.840493032"," 1.8163045163","-1.520803468","-3.063308835"," 0.797795984","  0.75396712"," 5.231053941","-1.027047100","-1.353264123","-1.025191202"," 0.049518927","-3.29468377"," 0.17930755"," 0.77605197"," 2.66090053","-1.484915901"," 0.731366970"," 4.655878891"," 2.1103923341","-0.50703341","-0.90082262","-3.07416063"," 2.6562489176"," 0.498585268","-3.766894438","-0.48928058","-0.467980115"," 1.572757913","-0.152134732","-0.9309853378"," 1.578398965"," 1.927698878"," 0.4723258854","-0.194337896"," 0.579035761","-0.10798799","-0.20096107"," 0.114656377","-0.808461870","-0.26552503"," 0.07774949"
"I188","-14.07721","  3.016743238"," -1.8114928","-6.08240345","-1.308993767"," 0.363058444","-0.576010420"," 2.363956918","-2.39624603","-1.122737059"," 1.467839564"," 0.185816852"," 0.032523838"," 1.672326332","-0.59012866","-1.125615503","-1.833488511"," 1.953095553"," 0.041188023","  2.026272514"," 2.1454809658"," 0.557593597","-0.313165158","-1.024962447","  0.54576245"," 2.417607935","-2.291699941"," 3.035027219"," 0.399242224","-1.308288118"," 1.31730186"," 0.20591635"," 0.28847403"," 0.86534230"," 1.135987864"," 1.221457680","-0.350564508","-0.7898919878"," 1.04260345","-2.02721179"," 0.72755280","-1.4606211163","-1.713557021"," 2.659281871"," 0.75282475"," 1.167766555","-0.943579501"," 0.114767831","-0.9325482320","-2.455579020"," 0.811561371","-0.6378604648"," 1.698392922","-0.443745035","-1.66204282"," 1.77917124","-3.749881040","-0.951646273"," 1.12696175"," 1.70894324"
"I023"," 13.81815","  6.614784485","  0.1228555","-0.41300247","-0.198586003"," 0.705997723"," 3.465309472","-1.092167206","-0.71184112"," 0.419259252"," 0.712039738","-1.042623974"," 1.031788449"," 0.369001662","-2.30224287","-0.533339688","-0.906852103","-1.166686436"," 0.416375840","  0.177907345","-1.4335581212","-0.702102008","-0.447470222","-0.048236503"," -0.82170540"," 1.030215607","-1.178703436"," 0.481649595"," 0.214828122"," 0.358074296","-0.20092148"," 1.53216155"," 1.68168400"," 1.16632365"," 1.210902205","-0.083123447"," 0.377147294","-0.0423375043"," 1.06223146","-0.31803983"," 2.27332798"," 0.0733925988","-0.331413642","-2.601569402"," 2.63685213","-1.083756071","-1.135202065","-0.068967788","-1.5294184613","-0.828156402","-0.149284634"," 0.6281799388"," 1.329412072"," 0.250269598"," 0.98194851"," 0.57142239","-2.103415517"," 1.097209041","-0.09484184","-1.81504220"
"I291","-13.61093"," 10.539091415","  6.4609559","-2.55305513","-1.415308820"," 3.824325241","-1.545074078","-1.474247665"," 0.27352439"," 0.003469086"," 0.241895928"," 0.001051952"," 0.351010996","-0.054868628","-0.29726657"," 0.793604038","-0.291111403"," 0.215651956"," 0.703124039"," -0.864557104"," 0.6048546758","-1.059173535","-0.191932613"," 0.236850374","  0.61105137"," 0.583564444","-0.499711047"," 0.020584081"," 0.253515969"," 0.503257780","-0.56334750","-0.76781089"," 0.43672169","-0.34714439","-0.719499346","-0.960206499","-0.769749300","-2.2881215264"," 0.71797134"," 0.65713367"," 0.12865089","-0.3663882182","-0.140814604","-0.902314494","-0.47571587","-0.242131447"," 0.354002234"," 0.976506844"," 1.4301380645","-1.831801838"," 0.112763462","-0.3451281284","-0.421307981"," 1.097692517"," 1.06418045"," 0.71492515","-0.326334070","-0.612790534","-0.33997426","-2.69708205"
"I016"," 13.72396"," -4.551395195","  2.9836972","-3.47321278"," 3.659398673","-2.985642308"," 1.079190406","-0.087694778","-3.36956730"," 0.323446659","-1.046289916","-3.567832927"," 1.713405262"," 0.884538930","-1.49871405","-1.697138939"," 1.388905744"," 0.648642879"," 0.499430389","  1.701595676"," 0.4723954767"," 0.973052277"," 1.048259727","-1.972827362"," -0.43848243"," 1.055495330","-0.951874579"," 3.038272791"," 0.600763437","-1.330795072","-0.23314416"," 0.82330090","-0.97128859"," 0.30290969"," 0.230574035"," 0.062767471"," 0.885840745","-1.8088059606"," 0.40308297"," 1.87259749"," 2.12711471","-1.8211143511"," 2.858359196"," 0.582144855","-0.39546853","-0.854572544"," 1.617025418"," 0.094696912"," 2.3283682093","-0.538099537"," 0.420489800","-1.3959950118"," 0.281258509"," 2.298911115"," 0.69798046"," 1.22235362"," 2.131853320"," 0.359592882"," 0.23724407"," 2.02552192"
"I338","-14.14934","  8.469468322","  2.0714973"," 3.59054592","-1.850529685"," 0.087881474"," 0.696223736"," 0.259351956"," 0.99644146"," 2.329345576","-2.048724150","-0.232311114","-1.791422262"," 0.735183420","-0.34556854"," 1.610717931","-0.345790295"," 0.156242513","-0.169774314","  0.011496803","-1.4108157247"," 0.688693440","-0.733773793","-1.350708681"," -0.95807552","-1.442646437"," 0.227135036"," 0.638488941"," 0.585566705"," 0.789902536","-0.53421074","-0.29814277","-1.28979844"," 1.48323746","-1.900019825","-2.732276987","-1.645234360"," 1.9634469537","-0.12670449"," 0.31100207","-0.02394229","-0.7325611420"," 1.411000251"," 1.404383055"," 2.08659823"," 0.594365136","-1.374072634","-1.105472385"," 0.5645508349"," 1.577395859","-0.076171961"," 2.0709322629"," 1.122714761"," 2.364217935","-0.31477649"," 0.78824383","-0.532763721"," 1.170820492","-1.68066920","-0.84040976"
"I146","-14.79032","  5.269512430"," -3.5797623"," 1.57879299"," 1.455610212","-0.900468605"," 1.783257464"," 1.941996547"," 0.95923584","-0.180736034","-0.529397798","-2.644373843"," 0.016148669"," 1.184103817"," 0.74644138","-0.047821805","-0.285981130","-1.046945733"," 1.314335933","  0.964019292"," 0.6302985020","-0.479135383"," 0.743649764","-1.280208452","  0.13158438","-1.058615226","-0.401572242","-0.512116563"," 0.050078332"," 1.011150895","-1.13876874","-0.15425873","-0.33763020","-1.11286043"," 0.015851133","-1.129319507","-0.609470281"," 0.3544446791","-1.27464990"," 0.30645624","-0.27329667"," 0.6989668581","-0.130657906","-0.369979704"," 0.43705643"," 0.876897257","-1.540758035"," 0.207328112","-1.3501763247"," 0.605669353"," 0.697434101"," 0.4944331256","-0.153741912"," 0.693631399","-1.22941201"," 1.46791822"," 0.166720369","-1.334343703","-0.49153090","-0.52615382"
"I268","-14.20401"," -5.052841280","  3.8834447"," 0.02817084","-0.729796642"," 0.327527055","-1.486332810","-0.686262185","-1.52825434","-0.620218340"," 0.260689499","-2.038277247"," 0.572370890","-0.450411048","-0.89952853"," 0.721893721","-1.731364385"," 0.403528581"," 0.516715493","  0.912328279","-0.0310936965"," 0.362692521","-1.031309922"," 0.380757500"," -1.58265855","-0.540802262","-1.214901467","-0.619022434","-1.850074942","-1.188769217"," 0.59515065","-0.60046469","-0.51211597"," 0.64001691"," 0.214572979"," 1.058391385","-0.211094368"," 2.1432212757","-0.28802589","-0.88582360"," 1.21583901","-1.5211930227","-0.838330381"," 0.192772175","-0.37247880"," 0.691260970"," 0.428520907"," 0.114902055","-0.2005019109","-1.704952386","-0.195594617"," 0.1145013244"," 1.134700153"," 0.925183404"," 2.18382036"," 0.01519922","-0.413837536","-0.495434924"," 1.54437480","-1.35204212"
"I371"," 12.93565","  4.749842401"," -5.0989781","-2.04869836","-2.172319037"," 0.857074717"," 0.530482427","-6.034118807","-1.75802457"," 3.475072826"," 0.959208205"," 1.685943550","-2.116296389","-1.089270561","-0.08257175"," 2.869625073","-1.126284146"," 2.327340401"," 1.256447639"," -1.288964666","-0.7604896641"," 0.495399611","-1.682963305"," 0.919763668"," -0.77999948","-0.398683096"," 1.928820009"," 1.219212058","-0.783778040","-3.770304047"," 0.81979830"," 0.43568953"," 3.06872164","-0.71515920","-2.425198170","-1.804121423","-2.701668443"," 1.9339847323"," 2.83778172","-1.01502415"," 2.33281575"," 1.3514772378"," 4.947946004","-0.685620057"," 0.78846855"," 1.234900740"," 2.829557881","-2.120251105","-3.0807981283","-2.478833973","-0.906704425","-1.3506093201","-5.343273901","-0.644475974","-0.16409019","-0.04806469"," 2.007490871"," 1.483094899","-0.73733411"," 3.11247767"
"I304"," 14.91688","  4.752872075","  1.2872466","-4.13102178","-0.036341730","-2.497596296"," 0.436444876","-1.610900420"," 0.39911525"," 0.835605491","-1.672211897"," 1.157431995","-1.139832856","-0.106637423"," 0.18274292"," 2.719247181","-0.909136152"," 0.827951958"," 0.975035721"," -0.223627517","-0.6486853837"," 0.182312977","-2.079538300"," 1.056357409"," -0.58270636","-0.298860737"," 2.017042304"," 0.595921960","-1.068597394","-2.308096280"," 0.24565119"," 0.28391641"," 2.27668403","-1.59610871","-3.838730949","-2.542811157","-1.032670866"," 2.0251415441"," 1.33135318"," 0.13585967","-0.48551584"," 0.9224267709"," 1.940509621"," 0.125264892"," 1.04806241"," 1.578587504"," 3.062381453","-0.791266005","-2.2159017311","-2.954944961","-1.096355632","-1.9577698109","-4.857781170"," 0.871892614"," 1.36587231"," 0.86071540"," 1.884968356"," 1.513572636","-0.04016309"," 1.69542449"
"I473","-14.75764","  6.999913370","  2.7767467"," 0.41501416"," 6.432125763","-2.335686046","-1.568176203","-2.601137089","-0.12492102","-2.796037381"," 2.348826276","-1.406405522"," 0.354851402"," 0.565714476"," 0.38336037","-0.137158302"," 0.094281928"," 1.677605475"," 0.492122709"," -1.577045783"," 2.7948383713","-1.145723132"," 0.954853232","-1.081264711","  1.99663039"," 0.291537116","-0.545706241","-1.531434062","-0.710741393","-1.224608396","-0.90833037","-1.15314346"," 0.29353690","-0.90905957"," 1.151207723","-1.134566753"," 0.108070760","-1.7642102217"," 1.10894321"," 0.33829186","-0.17582511","-0.5079263479","-2.245647379"," 0.210850488","-0.49230419","-1.812701172"," 2.210965307"," 1.048247997","-0.5056540271","-1.328691487"," 1.088690361"," 0.7975703188"," 0.611129943"," 0.049738321"," 0.60746032"," 0.39196458"," 0.192584538","-0.765150172","-1.15063945"," 1.44733597"
"I094"," 12.87458"," -1.076549680","  2.1474119"," 0.41813283"," 6.273178112","-0.985373928","-1.022356579"," 1.037808139"," 0.19977015","-0.794445338","-1.253990878"," 1.163554226","-3.615839106"," 0.071239443"," 0.95931557"," 0.243081350","-0.152410730"," 2.491596696","-0.066164471"," -0.230757736"," 1.1245797346"," 0.633300322"," 0.099853572","-0.808373234"," -0.29636671"," 1.311892391"," 1.070806230"," 0.102156498"," 1.555076891","-2.971420659"," 0.21738869","-0.83667810"," 0.52688164","-2.22877196","-3.778833806"," 0.064610749"," 1.948248282","-3.6683396687","-2.01033955","-3.17810855","-3.77347323"," 0.5024982111"," 2.601049502"," 0.318220079","-3.75850074"," 3.464955580"," 1.309169516"," 3.951399434"," 3.5433027869","-1.314347168","-0.469735478"," 2.5676958393"," 1.143641237"," 1.747026989"," 0.93307988","-0.11168849","-1.296801430","-1.694679776"," 0.19284533"," 3.22204783"
"I296"," 12.75299"," -2.054340201","  2.2778335","-3.88588072"," 1.507552934"," 4.815857388","-4.022841755","-2.053870231","-1.45554473","-0.408767356","-1.331286770"," 0.574491104","-1.874612586"," 0.492072337","-2.42204984"," 0.343978467","-3.218758367","-0.165279172","-0.741175118","  4.030210275","-1.3869682477","-2.749353346"," 1.882555988"," 0.737419739"," -2.47689956"," 1.541185395","-1.973881402"," 2.831006796"," 0.570025470"," 5.413669274","-1.80281641","-1.64343520"," 0.21374295","-4.86519692"," 5.668017252"," 2.134078154","-8.552811032","-0.6316639607","-6.18663428"," 6.22319275","-3.18405728"," 6.0243305493"," 1.111422882","-0.885716708"," 2.42503300","-2.125898008","-1.445830925"," 5.281744501"," 0.2106949679"," 1.710791517"," 4.345433936"," 5.7757274973","-7.222280051","-0.720858757"," 1.17310554"," 0.02148912","-2.294022124","-2.893416774","-1.38816477"," 0.93371369"
"I227"," 13.22797"," -0.409283609"," -2.4368164"," 3.10962331","-3.394293981","-1.673985705","-3.526594769","-2.954528220"," 0.46853369"," 0.615479217"," 0.276697976","-0.119981208","-2.319689281","-0.963157172"," 0.11068417"," 1.897546916","-0.033710789","-0.435059228","-1.251924054","  0.450562491","-0.3500957770"," 3.236909060","-0.175232796"," 1.873782066"," -0.39683961","-0.808618572"," 0.241512543","-0.373493042","-3.236120724","-0.556935244","-2.65018027"," 1.54360455","-0.07398754"," 3.56869911"," 2.082111907"," 0.552160691","-3.840112708","-2.1599396585"," 3.10714006","-3.48534914"," 1.49365931"," 4.2449548036","-1.983329228"," 1.902698167","-6.00892057"," 1.229560685"," 0.004132185"," 2.764067401","-0.4788056126"," 4.154209313"," 0.023657379"," 0.3031707242"," 1.061567745"," 3.894535140","-6.02302821"," 1.71586132","-0.048939080","-2.769621347","-0.15360206","-1.21161366"
"I095"," 13.64275","  4.659993199","  0.7477012","-6.82663062","-1.829649760"," 3.152968953","-1.376940138","-1.216549256"," 1.97329255"," 1.518125615","-0.962419155"," 1.890649232","-2.161454664","-0.298518885"," 0.40797902"," 0.971174572","-0.513920497"," 0.325617132","-2.251513160","  0.338555686","-0.0800648684"," 1.839282945"," 1.004278580"," 1.401400071","  0.32419803","-0.611356192"," 0.942815869","-0.700379095","-2.705492697","-0.185630075","-1.83396373"," 0.42677541"," 0.84035451"," 3.02853694"," 0.337886159","-0.142967467","-4.638346523"," 0.1226651835"," 2.34808192","-2.99162440"," 2.06435952"," 3.3852448086","-1.543481297"," 2.622326744","-5.47072280"," 1.325321926"," 0.936331974"," 2.302786179","-1.1162135229"," 3.051004851"," 0.275795718"," 0.0879642926"," 2.353371264"," 3.514128359","-5.45052466"," 1.20563267","-0.550689032","-1.766461968","-0.24753529","-1.21400823"
"I585"," 13.56239"," -6.561389426","  2.5657102"," 2.82322286","-4.156478571","-2.077420487","-2.643772556","-2.062365563","-0.25471070","-1.794098949","-1.618625827","-3.013259327"," 1.280486100","-2.549721811","-1.69595082","-1.086988922","-1.558510409","-0.438786398"," 3.193567215","  0.461372273"," 0.4998529237","-0.758658660","-0.719818027","-0.686564524"," -0.79756589"," 1.343195440"," 0.147665282"," 0.066811091","-0.302848204","-1.625677093"," 0.03209236"," 1.40647975","-1.12637985","-0.12366330"," 0.066469976"," 0.068114063","-0.965371059","-1.1383468118"," 0.18116222","-2.18415943"," 0.33752450","-0.9829556983"," 0.735448088","-0.551676939"," 0.35410725","-0.228100071","-0.159954113"," 0.453897170","-0.2973679741"," 0.068929395","-0.563351424"," 0.4272069945"," 0.380715049","-0.641444731"," 0.11281732"," 1.42072965","-0.135297881","-2.202622723"," 0.54290869","-1.02461649"
"I522","-14.23354","  1.508482501","  2.7483798","-1.55773593","-2.515413452","-0.636495690","-1.190726512"," 2.262132238","-1.89791998","-0.880733189","-0.212794360"," 1.010575391"," 0.469696926"," 0.219478178","-0.04284564","-0.808177202","-0.382599605"," 0.343760041","-0.195268946"," -0.409658227"," 1.3766364052","-0.202977573"," 1.241273849","-0.851641011"," -0.27502158"," 0.056902418"," 0.470319152","-0.365554023","-0.654441757","-0.277170368"," 0.12592725"," 0.65595435","-0.88236269","-0.80031595","-1.112298268","-2.431636092","-1.344799745"," 0.1181353301","-0.32152994","-0.23936538","-1.10230913"," 0.4637416881"," 0.386982332"," 0.418620374"," 0.84096700","-1.239167890"," 0.302285733","-1.547532891","-0.0194854241","-0.026943884"," 0.692776569","-0.6559839979","-0.798158010","-0.633798721","-1.42751695","-0.17592779","-2.712012949"," 0.983147897"," 0.13751987"," 0.72553549"
"I066","-14.11893"," -2.618495666"," -6.9331801","-1.11887710","-3.358965324","-2.875535978"," 4.430493827"," 2.911412200"," 0.66876472"," 3.708400874"," 4.380422896"," 3.284122808","-1.884172132"," 0.377159817","-0.09331718","-2.030386754"," 1.323724872","-2.071662975","-1.759168601"," -0.478829806","-3.1250742189","-0.784822230","-2.297445821","-5.047024766"," -2.80722305"," 3.256694110","-6.492864039"," 0.819163383","-2.422379109"," 0.847315153"," 1.05917963","-0.57841629"," 2.02517867","-2.72186989"," 0.004179847","-0.966600175","-0.137373605"," 0.1782809393"," 2.05348455"," 0.35870731","-0.86235862"," 0.3920935504"," 0.645526343"," 0.214666679","-1.19965170"," 0.134593733"," 1.135548171"," 0.417776183"," 0.9594459082"," 2.220452879","-0.726081749"," 0.0510601545"," 0.583021454","-0.465348233","-0.96827514"," 2.32877214"," 0.119377074","-0.434808821"," 1.21860868","-0.55584071"
